Parent,total_capacity,num_plants,avg_age,num_countries,ISO 14001_avg,ISO 50001_avg,ResponsibleSteel Certification_avg,Latitude_centroid,Longitude_centroid,Latitude_largest,Longitude_largest
Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],0.0,1,22.0,1,,,,32.650367,110.654794,32.650367,110.654794
Hubei Xinxin Steel Group Co Ltd [100.0%]; natural person(s) [100.0%],0.0,1,25.0,1,,,,30.067469,114.934091,30.067469,114.934091
Hunan Valin Steel Co Ltd [100.0%],14000.0,2,67.0,1,,,,27.780956,112.43236,27.81413,112.897377
Hunan Valin Steel Co Ltd [51.0%]; Hunan Valin Iron & Steel Group Co Ltd [24.7%]; unknown [14.1%]; Hunan Development Investment Group Co Ltd [3.6%]; Hunan Caixin Financial Holding Group Co Ltd [3.5%]; Hunan Xingxiang Investment Holding Group Co Ltd [3.1%],0.0,1,18.0,1,,,,22.084904,111.642187,22.084904,111.642187
Hunan Valin Steel Co Ltd [85.9%]; Hunan Valin Iron & Steel Group Co Ltd [10.0%]; Hunan Development Investment Group Co Ltd [1.4%]; Hunan Caixin Financial Holding Group Co Ltd [1.4%]; Hunan Xingxiang Investment Holding Group Co Ltd [1.3%]; unknown [0.0%],0.0,1,67.0,1,,,,26.865484,112.576853,26.865484,112.576853
Hung Ha Mon Goods Group Co [100.0%],0.0,1,11.66,1,,,,21.738739,105.247545,21.738739,105.247545
Hyundai Steel Co [100.0%],0.0,4,45.5,2,,,,35.25001025,118.56025525,36.986282,126.69735
Industrial Development Corporation of South Africa Ltd [74.0%]; Main Street 510 Pty Ltd [21.0%],0.0,1,101.0,1,,,,-26.273316,28.163761,-26.273316,28.163761
Industries Qatar QPSC [100.0%],0.0,1,47.0,1,2021.0,,,24.952688,51.584777,24.952688,51.584777
Industries Qatar QPSC [40.4%]; Saudi Pan Kingdom for Trading Industry and Contracting Co Ltd,0.0,1,16.0,1,,,,17.298475,42.352338,17.298475,42.352338
Industries Qatar QPSC [49.0%]; unknown [5.0%]; Groupe Industriel Sider SpA,0.0,1,8.0,1,,,,36.753961,6.24442,36.753961,6.24442
Ingenieria e Inversiones Ltda; Inversiones Los Andes SA; Inversiones Reyosan SpA; Matco Cables SpA,0.0,1,26.24,1,,,,-33.294729,-70.727881,-33.294729,-70.727881
Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd [100.0%],0.0,1,0.02,1,,,,43.696186,122.219433,43.696186,122.219433
Inner Mongolia BaoTou Steel Union Co Ltd [100.0%],0.0,1,26.2,1,,,,40.647997,109.740898,40.647997,109.740898
Inner Mongolia Desheng Industrial Group Co Ltd [57.2%]; natural person(s) [42.8%],0.0,1,13.85,1,,,,39.867015,106.890377,39.867015,106.890377
Inner Mongolia Yaxinlongshun Special Steel Co Ltd [100.0%],0.0,1,19.85,1,,,,40.689778,110.214707,40.689778,110.214707
Interpipe Holdings PLC [100.0%],0.0,1,13.0,1,,2020.0,,48.498914,35.096336,48.498914,35.096336
Iran Alloy Steel Co [100.0%],0.0,1,26.0,1,,,,31.940106,54.037614,31.940106,54.037614
Iranian Alborz Steel Co [100.0%],0.0,1,,1,,,,36.614049,53.234213,36.614049,53.234213
Iranian Mines & Mining Industries Development & Renovation Organization,12800.0,6,23.0,1,,,,32.29451383333333,51.522234833333336,32.244,51.4263
Iranian Mines & Mining Industries Development & Renovation Organization [100.0%],0.0,1,3.0,1,,,,33.926909,59.007852,33.926909,59.007852
Iranian Mines & Mining Industries Development & Renovation Organization [44.0%]; Development and Equipment of Relief Mines Co [20.0%]; Sabanour Mining and Industrial Development Co [20.0%]; Sepahan Mines Kimia [16.0%],0.0,1,,1,,,,36.240352,46.278405,36.240352,46.278405
Iranian Mines & Mining Industries Development & Renovation Organization [8.5%],0.0,1,,1,,,,25.4483977,60.6408488,25.4483977,60.6408488
Isatis Sponge Iron Co [100.0%],0.0,1,,1,,,,31.66328,54.592416,31.66328,54.592416
Iskenderun Demir ve Celik AŞ [100.0%],0.0,1,48.0,1,,,,36.735672,36.204581,36.735672,36.204581
Ittehad Steels Pvt Ltd [100.0%],0.0,1,12.0,1,,,,31.643426,73.198542,31.643426,73.198542
Izmir Demir Celik Sanayi AŞ [100.0%],0.0,1,38.0,1,,,,38.739596,26.929091,38.739596,26.929091
Içdaş Çelik Enerji Tersane Ve Ulaşim Sanayi AŞ [100.0%],0.0,1,55.0,1,,,,40.441491,27.137563,40.441491,27.137563
JFE Holdings Inc [100.0%],0.0,8,68.3775,1,,,,35.432969,137.137563375,34.784113,134.658493
JFE Holdings Inc [50.0%]; JSW Steel Ltd [50.0%],0.0,1,,1,,,,15.042769,76.445529,15.042769,76.445529
JSW Green Steel Ltd [100.0%],0.0,1,32.0,1,,,,18.530853,72.947091,18.530853,72.947091
JSW Ispat Special Products Ltd [100.0%],3380.0,1,17.0,1,,,,21.983709,83.238133,21.983709,83.238133
JSW Projects Ltd [58.5%]; natural person(s) [41.5%],4900.0,1,19.0,1,,,,15.16972,76.37971,15.16972,76.37971
JSW Steel Ltd [100.0%],91110.0,11,39.57142857142857,3,,,,22.20565702727273,58.99050155454545,23.188108,85.715097
JSW Steel Ltd [100.0%]; POSCO Holdings Inc [100.0%],0.0,1,,1,,,,20.248632,86.156416,20.248632,86.156416
JSW Steel Ltd [83.3%]; JSW Shipping & Logistics Pvt Ltd [16.7%],0.0,1,,1,,,,22.665526,85.64622,22.665526,85.64622
JSW Steel Ltd [98.8%]; unknown [1.2%],0.0,1,,1,,,,22.575726,87.310258,22.575726,87.310258
Jahan Profil Pars Co,0.0,1,13.0,1,,,,32.373942,53.759655,32.373942,53.759655
Jai Balaji Industries Ltd,1600.0,1,22.0,1,,,,22.085338,84.86184,22.085338,84.86184
Jai Balaji Industries Ltd [100.0%],13308.0,3,16.0,1,,,,23.434082666666665,87.02830233333333,23.331734,86.363224
Jayaswal Neco Industries Ltd [100.0%],5800.0,1,29.0,1,,,,21.354495,81.676444,21.354495,81.676444
Jiangsu Delong Nickel Industry Co Ltd [100.0%],5000.0,3,11.51,1,,,,32.461905,119.596152,31.471123,119.485941
Jiangsu Feida Co Ltd [65.0%]; Metallurgical Corporation of China Ltd [18.0%]; natural person(s) [15.0%]; unknown [2.0%],0.0,1,15.89,1,,,,32.104319,119.792126,32.104319,119.792126
Jiangsu HONGTAI Metals Ware Co Ltd [100.0%],0.0,1,25.24,1,,,,32.138393,119.554693,32.138393,119.554693
Jiangsu Longyuan Steel Co Ltd [100.0%],0.0,1,15.77,1,,,,34.538033,117.329589,34.538033,117.329589
Jiangsu Shagang Co Ltd [63.8%]; Hengde International Co Ltd [13.6%]; Jiangsu Shagang Group Co Ltd [10.6%]; unknown [6.2%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [3.2%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [2.6%],4166.0,1,55.0,1,,,,33.566039,118.988442,33.566039,118.988442
Jiangsu Xicheng Sanlian Holding Group Co Ltd [100.0%],0.0,1,27.93,1,,,,31.892299,120.198394,31.892299,120.198394
Jiangsu Xingda Steel Group Co Ltd [100.0%],0.0,1,20.22,1,,,,34.501981,117.316278,34.501981,117.316278
Jiangsu Xusteel Group Co Ltd [100.0%],0.0,1,22.02,1,,,,34.577016,117.339638,34.577016,117.339638
Jiangxi Taixin Iron & Steel Co Ltd [100.0%],0.0,1,22.18,1,,,,28.60445,118.163615,28.60445,118.163615
Jiangxi Yuanxing Iron and Steel Co Ltd [100.0%],0.0,1,18.21,1,,,,24.881098,114.802833,24.881098,114.802833
Jiangyin Changqi Investment Partnership LP [65.0%]; Changhong International Investment Co Ltd [25.0%]; Jiangyin Changjiang Village Federation of Trade Unions [9.5%]; Jiangsu New Yangtze Industrial Group Co Ltd [0.5%],0.0,1,21.98,1,,,,31.952064,120.189749,31.952064,120.189749
Jilin Jingang Lron and Steel Co Ltd [100.0%],0.0,1,46.0,1,,,,43.20023,124.335697,43.20023,124.335697
Jilinjigang Steel Group Co Ltd [51.0%]; natural person(s) [49.0%],0.0,1,17.15,1,,,,44.022802,125.505627,44.022802,125.505627
Jilinjigang Steel Group Co Ltd [98.8%]; unknown [1.2%],0.0,1,17.13,1,,,,44.138826,125.914941,44.138826,125.914941
Jinan Iron & Steel Group Co Ltd [100.0%],0.0,1,3.0,1,,,,36.718952,114.111677,36.718952,114.111677
Jinan Iron & Steel Group Co Ltd [51.0%]; natural person(s) [49.0%],0.0,1,23.0,1,,,,36.744936,114.111602,36.744936,114.111602
Jinan Iron & Steel Group Co Ltd [85.1%]; Wuan Yuhua Steel Co Ltd [11.5%]; unknown [3.5%],0.0,1,4.0,1,,,,36.53048,114.245262,36.53048,114.245262
Jinan Iron & Steel Group Co Ltd [88.1%]; natural person(s) [11.9%],0.0,1,37.0,1,,,,36.731752,114.098377,36.731752,114.098377
Jincheng Industry Development Pte Ltd,0.0,1,,1,,,,34.124213,72.019181,34.124213,72.019181
Jindal Group,0.0,1,,1,,,,9.082,8.6753,9.082,8.6753
Jindal Stainless Ltd [100.0%],250.0,2,34.5,1,,,,25.041096,80.9125305,20.954939,86.051986
Jindal Steel & Power Ltd [100.0%],70910.0,6,16.0,1,,,,20.950169166666665,84.35925616666667,20.874713,84.944082
Jinghua Rigang Holding Group Co Ltd [50.0%]; natural person(s) [30.4%]; unknown [19.7%],0.0,1,18.07,1,,,,36.891189,118.187041,36.891189,118.187041
Jinghua Rigang Holding Group Co Ltd [50.4%]; Shandong Zibo Fushan Enterprise Group Co Ltd [25.0%]; natural person(s) [24.0%]; unknown [0.6%],0.0,1,18.33,1,,,,36.887998,118.145416,36.887998,118.145416
Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],0.0,2,22.775,1,,,,37.918243,120.8810565,35.16535,119.366672
Jingye Group Co Ltd [100.0%],0.0,5,15.538,1,,,,31.437605400000002,113.74840939999999,23.454666,116.498483
Jingye Steel (Uk) Holding Ltd,0.0,2,161.0,1,2023.0,,,54.085131000000004,-0.874782,53.580827,-0.616509
Jingzhou Chuhang Special Steel Products Co Ltd [30.0%]; Jingzhou Daren Metal Products Co Ltd [30.0%]; Jingzhou Youyuan Metal Products Co Ltd [30.0%]; natural person(s) [5.2%]; unknown [4.8%],0.0,1,26.0,1,,,,30.3505,112.353782,30.3505,112.353782
Jinye Steel Group Co Ltd [100.0%],0.0,1,22.34,1,,,,36.148131,113.209523,36.148131,113.209523
Jinzhou Jinxing Special Steel Co Ltd [100.0%],0.0,1,24.65,1,,,,41.188888,121.225043,41.188888,121.225043
Jishan Mingfu Steel Products Co Ltd [100.0%],0.0,1,11.99,1,,,,35.665945,111.025976,35.665945,111.025976
KAM Holding Ltd,0.0,1,29.0,1,,,,8.454565,4.5430531,8.454565,4.5430531
KG Chemical Corp,0.0,2,20.54,1,,,,37.233173,126.707465,36.983721,126.744755
KIC Metaliks Ltd [100.0%],360.0,1,27.61,1,,,,23.507539,87.277914,23.507539,87.277914
KISCO Corp,0.0,1,32.36,1,,,,36.956486,126.616956,36.956486,126.616956
KISCO Corp [100.0%],0.0,1,60.0,1,,,,35.216552,128.640158,35.216552,128.640158
KMK Tempo JSC [100.0%],0.0,1,9.0,1,,,,55.726872,52.535854,55.726872,52.535854
KSRM Steel Plant Ltd [100.0%],0.0,1,41.0,1,,,,22.499834,91.715778,22.499834,91.715778
KVV Liepājas metalurgs AS [100.0%],0.0,1,,1,,,,56.525273,21.0267,56.525273,21.0267
Kaavian Steel Co [100.0%],0.0,1,,1,,,,31.283549,48.572468,31.283549,48.572468
Kalyani Steels Ltd [100.0%],0.0,1,,1,,,,20.601819,85.594653,20.601819,85.594653
Kalyani Steels Ltd [61.0%]; Mukand Ltd [39.0%],500.0,1,27.0,1,,,,15.339055,76.251696,15.339055,76.251696
Kaptan Demir Celik Endustrisi Ve Ticaret AŞ [100.0%],0.0,1,23.0,1,,,,41.015222,27.959978,41.015222,27.959978
Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ [100.0%],3750.0,2,44.5,1,,,,39.9619795,29.799544500000003,41.180307,32.634343
Kaveh Pars Mining Industries Development Co,0.0,1,14.0,1,,,,27.169696,56.095207,27.169696,56.095207
Khorasan Steel Complex Co [100.0%],2500.0,1,24.0,1,,,,36.3445,58.67875,36.3445,58.67875
Khouzestan Oxin Steel Co [100.0%],0.0,1,0.0,1,,,,31.277236,48.747422,31.277236,48.747422
Khouzestan Steel Co [100.0%],6200.0,2,22.0,1,,,,30.918035,48.836375000000004,31.270091,48.732904
Kishiwada Steel Co Ltd [100.0%],0.0,1,68.77,1,,,,34.477479,135.353918,34.477479,135.353918
Kobe Steel Ltd [100.0%],10147.0,2,56.5,1,,,,34.711946,135.036741,34.720268,134.826275
Kobe Steel Ltd; Mitsui & Co Ltd,0.0,1,,1,,,,19.529594,57.61573,19.529594,57.61573
Koc Metalurji AŞ [100.0%],0.0,1,13.0,1,,,,37.01488,36.104416,37.01488,36.104416
Kocaer Çelik Sanayi ve Ticaret AŞ [100.0%],0.0,1,,1,,,,37.858651,27.845846,37.858651,27.845846
Konsortia Etiqa Sdn Bhd [99.9%],0.0,1,,1,,,,5.778871,100.49907,5.778871,100.49907
Kunming Iron & Steel Holding Co Ltd; Laocai Mineral Exploitation and Processing JSC; unknown; Viet Nam Steel Corp,0.0,1,11.0,1,,,,22.306931,104.12992,22.306931,104.12992
Kurum International ShA [100.0%],0.0,1,27.0,1,,,,41.094611,20.026117,41.094611,20.026117
Kyoei Steel Ltd [100.0%],0.0,3,52.333333333333336,1,,,,34.61929633333333,134.55528633333333,34.816321,135.677444
Kyoei Steel Ltd [45.0%]; Viet Nam Steel Corp [40.0%]; Mitsui & Co Ltd [9.0%]; Marubeni-Itochu Steel Pte Ltd [6.0%],0.0,1,29.69,1,,,,10.601423,107.040679,10.601423,107.040679
Kyoei Steel Ltd [73.8%]; Thai Hung Trading JSC [20.0%]; unknown [6.2%],0.0,1,23.0,1,,,,20.946428,106.025454,20.946428,106.025454
LITAT Holding Co Ltd,0.0,1,25.0,1,,,,29.923176,32.466587,29.923176,32.466587
LNM Group [100.0%],0.0,1,49.0,1,,,,-7.355128628104116,112.703729688359,-7.355128628104116,112.703729688359
Leggett & Platt Inc [100.0%],0.0,1,22.0,1,,,,41.785971,-89.710947,41.785971,-89.710947
Lengshuijiang Xingbo Enterprise Management Co Ltd [49.6%]; unknown [28.6%]; Shanghai Baoke Enterprise Development Co Ltd [15.0%]; Shanghai Zhenchang Metal Resources Group Co Ltd [5.4%]; Shanghai Zhenchang Waste and Scrap Metal Recycling Co Ltd [1.4%],0.0,1,67.0,1,,,,27.690401,111.437288,27.690401,111.437288
Lianyungang Ganyu Zhongcheng Investment Co Ltd [87.4%]; natural person(s) [12.6%],0.0,1,17.6,1,,,,35.09556,119.279989,35.09556,119.279989
Lianyungang Huale Alloy Group Co Ltd [100.0%],0.0,1,15.5,1,,,,34.607964,119.447626,34.607964,119.447626
Lianyungang Xingxin Iron and Steel Co Ltd [100.0%],0.0,1,21.87,1,,,,34.38381,119.786878,34.38381,119.786878
Lianyungang Yaxin Iron and Steel Co Ltd [100.0%],0.0,1,16.06,1,,,,34.423786,119.778311,34.423786,119.778311
Liaoning Jiachen Holding Group Co Ltd [84.6%]; The China Orient Asset Management Co Ltd [14.3%]; unknown [1.2%],0.0,1,14.79,1,,,,40.664651,122.415057,40.664651,122.415057
Liaoyang United Steel Co Ltd [100.0%],0.0,1,5.73,1,,,,41.19138,122.877311,41.19138,122.877311
Liaoyang Xinyi Special Steel Co Ltd [100.0%],0.0,1,16.76,1,,,,41.225003,122.970488,41.225003,122.970488
Libya United Steel Company for Iron and Steel Industry; Tosyalı Holding AŞ,0.0,1,,1,,,,32.12156,20.08413,32.12156,20.08413
Libyan Iron and Steel Co [100.0%],0.0,1,36.0,1,,,,32.335185,15.215053,32.335185,15.215053
Licheng Taihang Iron & Steel Co Ltd [100.0%],0.0,1,25.24,1,,,,36.472303,113.344155,36.472303,113.344155
Lingyuan Iron & Steel Co Ltd [100.0%],0.0,1,31.35,1,,,,41.271048,119.41374,41.271048,119.41374
Linyi Investment Development Co Ltd [74.4%]; Gangfa International [16.7%]; Shandong Caixin Asset Operation Co Ltd [8.3%]; unknown [0.7%],3840.0,1,6.48,1,,,,35.15735,119.133999,35.15735,119.133999
Lion Industries Corporation Bhd,0.0,3,54.0,1,,,,2.8946484333333333,101.55436926666665,2.806998,101.601053
Liuzhou IRON&STEEL Co Ltd [100.0%],0.0,1,25.0,1,,,,24.385304,109.37963,24.385304,109.37963
Liuzhou IRON&STEEL Co Ltd [45.8%]; Guangxi Liuzhou Iron and Steel Group Co Ltd [45.6%]; China Baowu Steel Group Co Ltd [8.6%],10730.0,1,5.0,1,,,,21.580723,108.400896,21.580723,108.400896
Lloyds Metals and Energy Ltd [100.0%],1000.0,2,16.0,1,,,,19.850123,79.4664715,19.770409,79.813599
Lodestone Holdings Group (Namibia) Pty Ltd,0.0,1,0.0,1,,,,-22.084183,17.4099154,-22.084183,17.4099154
Longnan Fuxin Steel Co Ltd [100.0%],0.0,1,20.47,1,,,,24.912904,114.844503,24.912904,114.844503
Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],2623.0,1,22.0,1,,,,36.721376,113.910271,36.721376,113.910271
Lucheng Xingbao Iron & Steel Co Ltd [100.0%],0.0,1,22.41,1,,,,36.332449,113.15509,36.332449,113.15509
Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],0.0,1,32.0,1,,,,36.970875,118.955444,36.970875,118.955444
Luossavaara-Kiirunavaara AB [33.3%]; SSAB AB [33.3%]; Vattenfall AB [33.3%],0.0,1,,1,,,,67.189096,20.720752,67.189096,20.720752
Luoyang Luogang Group of Steel and Iron Co Ltd [100.0%],0.0,1,19.0,1,,,,34.798477,112.580505,34.798477,112.580505
Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],0.0,1,5.67,1,,,,28.851779,105.70509,28.851779,105.70509
MSP Steel & Power Ltd [100.0%],2450.0,1,23.0,1,,,,21.87673,83.554495,21.87673,83.554495
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [65.0%]; natural person(s) [32.3%]; unknown [2.7%],0.0,1,14.0,1,,,,34.702951,112.955911,34.702951,112.955911
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership) [96.0%]; unknown [4.0%],1757.0,1,16.0,1,,,,31.062807,117.956015,31.062807,117.956015
Maanshan Iron & Steel Co Ltd [100.0%],21110.0,1,72.0,1,,,,31.698884,118.468194,31.698884,118.468194
Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],1375.0,1,22.0,1,,,,31.502272,118.465162,31.502272,118.465162
Maegma Minerals [100.0%],0.0,1,,1,,,,4.2405829,100.5949428,4.2405829,100.5949428
Maghreb Steel SA [100.0%],0.0,1,50.0,1,,,,33.592793,-7.475613,33.592793,-7.475613
Magnitogorskiy Metallurgicheskiy Kombinat PJSC [100.0%],11300.0,2,53.5,2,2022.0,2022.0,,45.098284,47.633982,53.427593,59.054122
Malaysia Steel Works (KL) Bhd [100.0%],0.0,1,27.0,1,,,,3.077835,101.46448,3.077835,101.46448
Mass Group Holding Ltd,0.0,1,10.0,1,,,,35.660125,45.039062,35.660125,45.039062
Matesi [100.0%],0.0,1,25.0,1,,,,8.300159,-62.780136,8.300159,-62.780136
Max Aicher GmbH & Co KG [100.0%],0.0,1,14.0,1,,,,48.886028,21.82705,48.886028,21.82705
Max Aicher Stahl AG [92.6%]; unknown,0.0,1,55.0,1,2022.0,2024.0,,48.512051,10.855292,48.512051,10.855292
Meghna Group of Industries Ltd,0.0,1,,1,,,,23.585487,90.648875,23.585487,90.648875
Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],1200.0,2,21.88,1,,,,38.155327,112.4594385,38.7393,112.689086
Meranti Steel Pte Ltd [100.0%],0.0,1,,1,,,,12.694465,101.148937,12.694465,101.148937
Mescier Demir Celik AŞ [100.0%],0.0,1,5.0,1,,,,41.565932,32.427758,41.565932,32.427758
Mesco Kalinga Steel Ltd [100.0%],770.0,1,20.0,1,,,,20.976277,86.044419,20.976277,86.044419
Meski Invest,0.0,1,4.0,1,,,,33.165438,-8.5883,33.165438,-8.5883
Metalfer doo [100.0%],0.0,1,17.0,1,,,,44.977213,19.64601,44.977213,19.64601
Metallus Inc [100.0%],0.0,2,108.5,1,2021.0,,,40.766927,-81.418129,40.755388,-81.439369
Metinvest BV [100.0%],5600.0,4,138.0,2,2019.0,,,46.899663000000004,28.52704975,48.528019,34.640915
Metinvest BV [47.0%]; Global Steel Investments Ltd [36.8%]; Eastrade Ltd [11.2%],6300.0,1,92.0,1,,,,47.86838,35.161773,47.86838,35.161773
Millcon Steel PCL [100.0%],0.0,1,27.0,1,,,,12.819544,101.152954,12.819544,101.152954
Mindong Saiqi Economic Development Zone Fuhua Steel Rolling Co Ltd [100.0%],0.0,1,26.0,1,,,,26.961516,119.654272,26.961516,119.654272
Minerfin AS,0.0,1,186.0,1,2022.0,2022.0,,49.689053,18.654557,49.689053,18.654557
Moldova Steel Works JSC [100.0%],0.0,1,40.0,1,,,,47.783771,29.02835,47.783771,29.02835
Mono Steel (India) Ltd [100.0%],0.0,1,35.0,1,,,,23.312265,70.201953,23.312265,70.201953
Montan-Stiftung-Saar [49.0%]; ArcelorMittal SA [28.7%]; unknown [13.1%],0.0,1,56.0,1,2023.0,2024.0,2023.0,49.353884,6.746603,49.353884,6.746603
Montan-Stiftung-Saar [74.9%]; unknown [26.1%],0.0,2,101.0,2,2021.0,2021.0,,49.822903,5.2051870000000005,50.398171,3.561712
Mount Zynai 0304 Mining Corp [100.0%],0.0,1,,1,,,,7.716994,122.998671,7.716994,122.998671
Mughal Iron & Steel Industries Ltd [100.0%],0.0,1,26.0,1,,,,31.653035,74.183149,31.653035,74.183149
Myanmar Economic Corp [100.0%],0.0,2,9.0,1,,,,21.07988165,96.20495439999999,20.7821113,97.0378298
NMDC Steel Ltd [100.0%],6663.0,2,2.03,1,,,,17.13973905,79.5432955,19.0931901,82.17
NR Ispat and Power Pvt Ltd [100.0%],0.0,1,17.0,1,,,,22.013086,83.330372,22.013086,83.330372
Nakayama Steel Works Ltd [100.0%],0.0,1,96.0,1,,,,34.628162,135.459688,34.628162,135.459688
Nanjing Iron & Steel Co Ltd [100.0%],0.0,1,67.0,1,,,,32.200797,118.746315,32.200797,118.746315
Natanz Steel Co [100.0%],2000.0,1,24.0,1,,,,33.428593,51.982273,33.428593,51.982273
National Service Products Organization [24.0%]; Beshay Steel,0.0,1,17.0,1,,,,30.393079,30.58773,30.393079,30.58773
Nezavisimaya Registratorskaya Kompaniya R.O.S.T. JSC,0.0,1,267.99,1,,,,55.382815,42.188954,55.382815,42.188954
Nilachal Iron & Power Ltd [100.0%],0.0,1,23.0,1,,,,22.874863,86.063646,22.874863,86.063646
Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],0.0,1,13.67,1,,,,30.267113,121.052503,30.267113,121.052503
Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [42.8%]; Wuhu Yinsheng Special Steel Investment Management Partnership LP [31.4%]; unknown [15.9%]; Bengang Steel Plates Co Ltd [9.9%],0.0,1,56.0,1,,,,39.193697,122.057788,39.193697,122.057788
Ningxia Boyu Hongxing Special Steel Group Co Ltd [100.0%],0.0,1,19.14,1,,,,39.273832,106.75146,39.273832,106.75146
Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],0.0,1,67.0,1,,,,37.503054,105.078348,37.503054,105.078348
Nippon Steel Corp,0.0,1,60.0,1,,,,48.612001,21.191401,48.612001,21.191401
Nippon Steel Corp [100.0%],24958.0,18,80.89,2,2021.4,,,36.28330233333333,61.13698472222222,35.360912,139.881953
Nippon Steel Corp [60.2%]; small shareholder(s) [12.8%]; natural person(s) [12.4%]; UOB Kay Hian Pte Ltd [7.5%]; Superior Overseas (Thailand) Co Ltd [7.0%],0.0,1,26.0,1,,,,12.793786,101.244592,12.793786,101.244592
Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],1500.0,2,43.0,1,,,,20.700508499999998,78.62942050000001,20.704605,78.620293
Nokomis Select Inc [33.0%]; Tretiy Kod CJSC [32.8%]; Satelait JSC [17.7%]; Assets-M JSC [17.0%],660.0,2,70.0,1,,,,58.351585,63.129918499999995,59.593854,60.591196
Novolipetsk Steel PJSC,0.0,1,33.0,1,2022.0,2022.0,,41.625912,-87.159989,41.625912,-87.159989
Novolipetsk Steel PJSC [100.0%],0.0,2,91.0,1,2022.0,2022.0,,51.900667999999996,38.706536,52.557372,39.629574
Novostal LLC [98.9%],0.0,1,18.0,1,,,,47.740457,40.189445,47.740457,40.189445
Novostal-M LLC,0.0,1,12.0,1,,,,51.936009,47.81591,51.936009,47.81591
Novostal-M LLC [100.0%],0.0,1,11.0,1,,,,44.881938,38.12751,44.881938,38.12751
Nucor Corp,0.0,1,121.0,1,,,,47.569597,-122.367395,47.569597,-122.367395
Nucor Corp [100.0%],0.0,20,31.872222222222224,2,2022.3333333333333,,,35.03449372,-88.68985494,10.399138,-61.486326
Nucor Corp [51.0%]; Yamato Kogyo Co Ltd [49.0%],0.0,1,37.0,1,2022.0,,,35.941421,-89.713819,35.941421,-89.713819
OLIFIN SpA,0.0,1,74.0,1,2023.0,,,45.645688,10.374305,45.645688,10.374305
ORI Martin Holding SRL,0.0,1,92.0,1,,,,45.566054,10.2147,45.566054,10.2147
Omid Investment Management Co [26.8%]; Ghadir Investment Company PJSC,5000.0,1,10.0,1,,,,29.134614,55.360773,29.134614,55.360773
Osaka Steel Co Ltd [100.0%],0.0,1,75.0,1,,,,34.59822,135.45439,34.59822,135.45439
Ozkan Demir Celik Sanayi AŞ [100.0%],0.0,1,15.0,1,,,,38.737005,26.950824,38.737005,26.950824
Ozmert Algeria SARL [100.0%],0.0,1,,1,,,,35.47858,-0.62139,35.47858,-0.62139
POSCO Holdings Inc [100.0%],8880.0,3,33.333333333333336,2,,2021.0,,27.16323733333333,121.38999933333334,34.920086,127.74865
POSCO Holdings Inc [50.0%]; PT Krakatau Steel (Persero) Tbk [50.0%],0.0,1,11.7,1,,,,-5.998661,105.99866,-5.998661,105.99866
POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],0.0,1,29.72,1,,,,31.980237,120.571455,31.980237,120.571455
PT Gunung Raja Paksi Tbk [100.0%],0.0,3,39.0,1,,,,-2.0263483333333334,107.244709,3.66445,98.666166
PT Jakarta Prima Steel Industries [100.0%],0.0,1,53.0,1,,,,-6.181643,106.932331,-6.181643,106.932331
PT Krakatau Steel (Persero) Tbk [100.0%],0.0,1,48.0,1,,,,-6.007021,106.001766,-6.007021,106.001766
PT The Master Steel MFG [100.0%],0.0,1,53.0,1,,,,-6.18421,106.920067,-6.18421,106.920067
Pakistan Steel Mills Corp Pvt Ltd [100.0%],0.0,1,43.41,1,,,,24.809977,67.35244,24.809977,67.35244
Panhua Group Co Ltd [100.0%],2880.0,2,,1,,,,7.196608,124.917231,5.86655,125.078751
Pasargad Financial Group; small shareholder(s),11500.0,3,14.333333333333334,1,2021.5,2022.0,,30.389631666666663,56.741816199999995,30.749633,56.6675096
